Student ID,First Name,Last Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription,Course1,Course2,Course3,Course4,Course5,Course6,Course7,Course8,Course9,Course10,Course11,Course12
8212412797,Woody,Shannon,Artificial Intelligence,3.22,Summer-2018,China,Wu,Computer Science,27,5.5,"New York, NY",Business Intelligence (BI) Developer,Summer-2017: Neural Networks and Deep Learning,Summer-2017: Machine Learning,Summer-2017: AI Capstone: R&D Experience,Fall-2017: Artificial Intelligence,Fall-2017: Numerical Methods,Fall-2017: Data Acquisition and Management,Spring-2018: Natural Language Processing,Spring-2018: DAV 6000 Talent Analytics,Spring-2018: Computational Statistics and Probability,Summer-2018: Complex Systems: Financial Time Series Analysis,Summer-2018: Predictive Models,Summer-2018: Data Visualization
1517816379,Brady,Elizabeth,Data Analytics and Visualization,3.04,Spring-2023,China,Cantonese,Mathematics,25,4.0,"New York, NY",Data Architect I,Spring-2022: DAV 6400 Internship,Spring-2022: AI Product Studio,Spring-2022: DAV 5400 Analytics Programming,Summer-2022: DAV 5100 Structured Data Management,Summer-2022: MAN 5580 Project Management,Summer-2022: DAV 5200 Visual Design and Storytelling,Fall-2022: DAV 6500 Capstone,Fall-2022: DAV 5000 Business Modeling and Data Analysis,Fall-2022: DAV 6000 Talent Analytics,Spring-2023: DAV 5300 Computational Math and Statistics,Spring-2023: AI Product Studio,Spring-2023: Complex Systems: Financial Time Series Analysis
7951432698,Hammer,Alfred,Artificial Intelligence,3.73,Fall-2019,China,Mandarin,Engineering,24,2.0,"New York, NY",UX Design Intern,Fall-2018: Predictive Models,Fall-2018: Data Acquisition and Management,Fall-2018: Internship,Spring-2019: Numerical Methods,Spring-2019: Computational Statistics and Probability,Spring-2019: Complex Systems: Financial Time Series Analysis,Summer-2019: Neural Networks and Deep Learning,Summer-2019: Artificial Intelligence,Summer-2019: Machine Learning,Fall-2019: AI Capstone: R&D Experience,Fall-2019: AI Product Studio,Fall-2019: AI Product Studio
3037028222,Sagers,Jennifer,Data Analytics and Visualization,3.05,Fall-2017,Other,R,Engineering,25,3.5,"New York, NY",Entry Data Analyst,Fall-2016: DAV 6200 Data Product Design,Fall-2016: DAV 5000 Business Modeling and Data Analysis,Fall-2016: MAN 5580 Project Management,Spring-2017: DAV 5400 Analytics Programming,Spring-2017: DAV 6500 Capstone,Spring-2017: AI Product Studio,Summer-2017: DAV 6400 Internship,Summer-2017: DAV 5300 Computational Math and Statistics,Summer-2017: AI Product Studio,Fall-2017: Internship,Fall-2017: DAV 5100 Structured Data Management,Fall-2017: DAV 5200 Visual Design and Storytelling
9292503065,Kenkel,Clyde,Data Analytics and Visualization,3.06,Summer-2018,China,Mandarin,Computer Science,29,7.0,"New York, NY",UX Design Intern,Summer-2017: DAV 6500 Capstone,Summer-2017: Internship,Summer-2017: AI Product Studio,Fall-2017: DAV 6000 Talent Analytics,Fall-2017: DAV 5000 Business Modeling and Data Analysis,Fall-2017: DAV 5300 Computational Math and Statistics,Spring-2018: DAV 5200 Visual Design and Storytelling,Spring-2018: Bayesian Methods,Spring-2018: DAV 5400 Analytics Programming,Summer-2018: Independent Study,Summer-2018: MAN 5580 Project Management,Summer-2018: DAV 5100 Structured Data Management
7151172537,Ingerson,Gilbert,Artificial Intelligence,3.43,Fall-2018,China,Cantonese,Engineering,25,4.0,"New York, NY",Data Architect I,Fall-2017: Artificial Intelligence,Fall-2017: Data Acquisition and Management,Fall-2017: Computational Statistics and Probability,Spring-2018: Predictive Models,Spring-2018: AI Capstone: R&D Experience,Spring-2018: Data Visualization,Summer-2018: DAV 6050 Data-Driven Organizations,Summer-2018: DAV 6000 Talent Analytics,Summer-2018: Machine Learning,Fall-2018: Neural Networks and Deep Learning,Fall-2018: Numerical Methods,Fall-2018: Independent Study
3676624733,Mancine,Christopher,Artificial Intelligence,3.33,Fall-2019,China,Mandarin,Other,29,8.0,"New York, NY",Data Scientist I,Fall-2018: Machine Learning,Fall-2018: Complex Systems: Financial Time Series Analysis,Fall-2018: Artificial Intelligence,Spring-2019: AI Capstone: R&D Experience,Spring-2019: DAV 6400 Internship,Spring-2019: Numerical Methods,Summer-2019: Data Acquisition and Management,Summer-2019: Neural Networks and Deep Learning,Summer-2019: Predictive Models,Fall-2019: Computational Statistics and Probability,Fall-2019: Bayesian Methods,Fall-2019: DAV 6050 Data-Driven Organizations
7944930223,Boyte,Olga,Data Analytics and Visualization,3.39,Spring-2019,Pakistan,Punjabi,Mathematics,25,4.0,"San Francisco, CA",Database Administrator - Entry,Spring-2018: DAV 5100 Structured Data Management,Spring-2018: Independent Study,Spring-2018: DAV 6400 Internship,Summer-2018: DAV 6200 Data Product Design,Summer-2018: DAV 6500 Capstone,Summer-2018: MAN 5580 Project Management,Fall-2018: DAV 5400 Analytics Programming,Fall-2018: Complex Systems: Financial Time Series Analysis,Fall-2018: Bayesian Methods,Spring-2019: DAV 5200 Visual Design and Storytelling,Spring-2019: DAV 5000 Business Modeling and Data Analysis,Spring-2019: DAV 5300 Computational Math and Statistics
4324749728,Elwood,Lila,Data Analytics and Visualization,3.99,Spring-2020,India,Hindi,Computer Science,24,3.5,"New York, NY",Data Scientist I,Spring-2019: DAV 5000 Business Modeling and Data Analysis,Spring-2019: DAV 5200 Visual Design and Storytelling,Spring-2019: DAV 5300 Computational Math and Statistics,Summer-2019: Bayesian Methods,Summer-2019: MAN 5580 Project Management,Summer-2019: DAV 5100 Structured Data Management,Fall-2019: Advanced Data Engineering,Fall-2019: AI Product Studio,Fall-2019: DAV 6300 Special Topics,Spring-2020: DAV 5400 Analytics Programming,Spring-2020: DAV 6500 Capstone,Spring-2020: Internship
9568318342,Eaton,Austin,Data Analytics and Visualization,3.07,Fall-2020,China,Mandarin,Mathematics,24,3.5,"New York, NY",Database Administrator - Entry,Fall-2019: AI Product Studio,Fall-2019: DAV 5100 Structured Data Management,Fall-2019: DAV 5400 Analytics Programming,Spring-2020: DAV 5300 Computational Math and Statistics,Spring-2020: MAN 5580 Project Management,Spring-2020: Data Visualization,Summer-2020: DAV 5000 Business Modeling and Data Analysis,Summer-2020: Natural Language Processing,Summer-2020: DAV 6500 Capstone,Fall-2020: Special Topics,Fall-2020: DAV 5200 Visual Design and Storytelling,Fall-2020: Bayesian Methods
9967500353,Leary,Fred,Data Analytics and Visualization,3.87,Summer-2018,India,Hindi,Computer Science,27,5.0,"New York, NY",Big Data Architect,Summer-2017: DAV 5200 Visual Design and Storytelling,Summer-2017: Internship,Summer-2017: DAV 5100 Structured Data Management,Fall-2017: DAV 6500 Capstone,Fall-2017: DAV 5000 Business Modeling and Data Analysis,Fall-2017: DAV 5400 Analytics Programming,Spring-2018: DAV 6050 Data-Driven Organizations,Spring-2018: Independent Study,Spring-2018: MAN 5580 Project Management,Summer-2018: Special Topics,Summer-2018: DAV 5300 Computational Math and Statistics,Summer-2018: Natural Language Processing
9800299866,Portela,Pamela,Data Analytics and Visualization,3.62,Fall-2021,China,Cantonese,Mathematics,31,10.0,"New York, NY",Data Architect I,Fall-2020: DAV 5300 Computational Math and Statistics,Fall-2020: DAV 5000 Business Modeling and Data Analysis,Fall-2020: Bayesian Methods,Spring-2021: Complex Systems: Financial Time Series Analysis,Spring-2021: DAV 5100 Structured Data Management,Spring-2021: DAV 6500 Capstone,Summer-2021: Data Visualization,Summer-2021: DAV 6300 Special Topics,Summer-2021: MAN 5580 Project Management,Fall-2021: DAV 6100 Information Architectures,Fall-2021: DAV 5400 Analytics Programming,Fall-2021: DAV 5200 Visual Design and Storytelling
4734681521,Pankow,Richard,Artificial Intelligence,4.0,Fall-2020,USA,English,Computer Science,26,4.5,"New York, NY",UX Design Intern,Fall-2019: Data Acquisition and Management,Fall-2019: Internship,Fall-2019: Predictive Models,Spring-2020: Neural Networks and Deep Learning,Spring-2020: AI Capstone: R&D Experience,Spring-2020: Artificial Intelligence,Summer-2020: Computational Statistics and Probability,Summer-2020: DAV 6000 Talent Analytics,Summer-2020: Numerical Methods,Fall-2020: Natural Language Processing,Fall-2020: DAV 6400 Internship,Fall-2020: Machine Learning
5921098108,Juliana,George,Artificial Intelligence,2.8,Summer-2018,USA,English,Mathematics,26,4.5,"Woodbridge, NJ",Machine Learning Engineer,Summer-2017: Predictive Models,Summer-2017: Neural Networks and Deep Learning,Summer-2017: Numerical Methods,Fall-2017: Internship,Fall-2017: Artificial Intelligence,Fall-2017: DAV 6200 Data Product Design,Spring-2018: Data Acquisition and Management,Spring-2018: DAV 6050 Data-Driven Organizations,Spring-2018: Machine Learning,Summer-2018: DAV 6150 Data Science,Summer-2018: Computational Statistics and Probability,Summer-2018: AI Capstone: R&D Experience
2529492784,Lilly,John,Data Analytics and Visualization,2.91,Summer-2017,China,Mandarin,Mathematics,25,3.0,"Woodbridge, NJ",Big Data Architect,Summer-2016: DAV 5300 Computational Math and Statistics,Summer-2016: DAV 5000 Business Modeling and Data Analysis,Summer-2016: Internship,Fall-2016: DAV 5200 Visual Design and Storytelling,Fall-2016: DAV 5400 Analytics Programming,Fall-2016: DAV 6500 Capstone,Spring-2017: Complex Systems: Financial Time Series Analysis,Spring-2017: MAN 5580 Project Management,Spring-2017: Data Visualization,Summer-2017: AI Product Studio,Summer-2017: DAV 6000 Talent Analytics,Summer-2017: DAV 5100 Structured Data Management
5226234691,Jordan,Leon,Data Analytics and Visualization,3.24,Spring-2019,China,Mandarin,Computer Science,28,7.0,"Woodbridge, NJ",Entry Data Analyst,Spring-2018: DAV 5200 Visual Design and Storytelling,Spring-2018: DAV 5000 Business Modeling and Data Analysis,Spring-2018: DAV 6500 Capstone,Summer-2018: DAV 6050 Data-Driven Organizations,Summer-2018: Independent Study,Summer-2018: DAV 6100 Information Architectures,Fall-2018: DAV 5300 Computational Math and Statistics,Fall-2018: DAV 5400 Analytics Programming,Fall-2018: DAV 5100 Structured Data Management,Spring-2019: Bayesian Methods,Spring-2019: DAV 6400 Internship,Spring-2019: MAN 5580 Project Management
2346800945,Drummond,Ann,Data Analytics and Visualization,3.53,Summer-2023,India,Malayalam,Other,26,4.5,"Woodbridge, NJ",Business Intelligence (BI) Developer,Summer-2022: DAV 5100 Structured Data Management,Summer-2022: Internship,Summer-2022: DAV 6400 Internship,Fall-2022: Special Topics,Fall-2022: DAV 5400 Analytics Programming,Fall-2022: DAV 5200 Visual Design and Storytelling,Spring-2023: Bayesian Methods,Spring-2023: DAV 6050 Data-Driven Organizations,Spring-2023: DAV 5300 Computational Math and Statistics,Summer-2023: DAV 6500 Capstone,Summer-2023: DAV 5000 Business Modeling and Data Analysis,Summer-2023: MAN 5580 Project Management
3040853055,Jenkins,William,Data Analytics and Visualization,3.21,Summer-2018,USA,English,Computer Science,28,6.5,"Bridgeport, CT",Data Scientist I,Summer-2017: DAV 5400 Analytics Programming,Summer-2017: MAN 5580 Project Management,Summer-2017: DAV 6500 Capstone,Fall-2017: DAV 5000 Business Modeling and Data Analysis,Fall-2017: DAV 5200 Visual Design and Storytelling,Fall-2017: DAV 5100 Structured Data Management,Spring-2018: DAV 6050 Data-Driven Organizations,Spring-2018: DAV 6400 Internship,Spring-2018: DAV 5300 Computational Math and Statistics,Summer-2018: Special Topics,Summer-2018: Data Visualization,Summer-2018: Bayesian Methods
1528215484,Cote,John,Data Analytics and Visualization,3.33,Summer-2023,China,Mandarin,Computer Science,24,2.0,"New York, NY",Business Intelligence (BI) Developer,Summer-2022: DAV 5100 Structured Data Management,Summer-2022: DAV 6500 Capstone,Summer-2022: DAV 6200 Data Product Design,Fall-2022: Data Visualization,Fall-2022: Internship,Fall-2022: MAN 5580 Project Management,Spring-2023: DAV 5400 Analytics Programming,Spring-2023: DAV 6400 Internship,Spring-2023: DAV 5300 Computational Math and Statistics,Summer-2023: DAV 5000 Business Modeling and Data Analysis,Summer-2023: Special Topics,Summer-2023: DAV 5200 Visual Design and Storytelling
8969384434,Moran,Todd,Data Analytics and Visualization,2.74,Spring-2023,China,Mandarin,Other,26,5.0,"New York, NY",Business Intelligence (BI) Developer,Spring-2022: AI Product Studio,Spring-2022: DAV 5400 Analytics Programming,Spring-2022: DAV 6500 Capstone,Summer-2022: DAV 5000 Business Modeling and Data Analysis,Summer-2022: DAV 6000 Talent Analytics,Summer-2022: AI Product Studio,Fall-2022: DAV 5300 Computational Math and Statistics,Fall-2022: MAN 5580 Project Management,Fall-2022: Bayesian Methods,Spring-2023: DAV 5100 Structured Data Management,Spring-2023: DAV 5200 Visual Design and Storytelling,Spring-2023: DAV 6050 Data-Driven Organizations
4844773107,Jasper,Deborah,Data Analytics and Visualization,4.0,Fall-2020,USA,English,Computer Science,29,8.5,"New York, NY",Machine Learning Engineer,Fall-2019: DAV 5300 Computational Math and Statistics,Fall-2019: MAN 5580 Project Management,Fall-2019: DAV 5100 Structured Data Management,Spring-2020: DAV 6150 Data Science,Spring-2020: Complex Systems: Financial Time Series Analysis,Spring-2020: Internship,Summer-2020: Special Topics,Summer-2020: DAV 5400 Analytics Programming,Summer-2020: DAV 6000 Talent Analytics,Fall-2020: DAV 5200 Visual Design and Storytelling,Fall-2020: DAV 6500 Capstone,Fall-2020: DAV 5000 Business Modeling and Data Analysis
1181051339,Halbert,Devin,Artificial Intelligence,3.24,Spring-2023,China,Mandarin,Computer Science,25,3.5,"New York, NY",UX Design Intern,Spring-2022: AI Capstone: R&D Experience,Spring-2022: Predictive Models,Spring-2022: DAV 6100 Information Architectures,Summer-2022: Artificial Intelligence,Summer-2022: Advanced Data Engineering,Summer-2022: Data Acquisition and Management,Fall-2022: Neural Networks and Deep Learning,Fall-2022: Machine Learning,Fall-2022: Numerical Methods,Spring-2023: Computational Statistics and Probability,Spring-2023: Bayesian Methods,Spring-2023: DAV 6400 Internship
2761057721,Pavlosky,Mary,Data Analytics and Visualization,3.92,Summer-2020,China,Mandarin,Computer Science,33,11.0,"New York, NY",UX Design Intern,Summer-2019: Complex Systems: Financial Time Series Analysis,Summer-2019: DAV 5100 Structured Data Management,Summer-2019: DAV 5400 Analytics Programming,Fall-2019: DAV 6500 Capstone,Fall-2019: DAV 6000 Talent Analytics,Fall-2019: DAV 5200 Visual Design and Storytelling,Spring-2020: DAV 5000 Business Modeling and Data Analysis,Spring-2020: DAV 6050 Data-Driven Organizations,Spring-2020: MAN 5580 Project Management,Summer-2020: DAV 5300 Computational Math and Statistics,Summer-2020: DAV 6450 Independent Study,Summer-2020: DAV 6100 Information Architectures
1826420258,Lockwood,Dawn,Data Analytics and Visualization,3.14,Spring-2023,USA,Spanish,Computer Science,24,2.5,"New York, NY",Machine Learning Engineer,Spring-2022: MAN 5580 Project Management,Spring-2022: DAV 5100 Structured Data Management,Spring-2022: DAV 5400 Analytics Programming,Summer-2022: DAV 6450 Independent Study,Summer-2022: DAV 5200 Visual Design and Storytelling,Summer-2022: DAV 5300 Computational Math and Statistics,Fall-2022: DAV 6200 Data Product Design,Fall-2022: Complex Systems: Financial Time Series Analysis,Fall-2022: DAV 6500 Capstone,Spring-2023: Independent Study,Spring-2023: DAV 6000 Talent Analytics,Spring-2023: DAV 5000 Business Modeling and Data Analysis
9410744554,Richburg,Rosemary,Data Analytics and Visualization,3.27,Summer-2023,USA,English,Computer Science,28,6.5,"New York, NY",Machine Learning Engineer,Summer-2022: DAV 5100 Structured Data Management,Summer-2022: MAN 5580 Project Management,Summer-2022: DAV 5000 Business Modeling and Data Analysis,Fall-2022: DAV 5200 Visual Design and Storytelling,Fall-2022: DAV 6450 Independent Study,Fall-2022: Internship,Spring-2023: DAV 6500 Capstone,Spring-2023: AI Product Studio,Spring-2023: DAV 6200 Data Product Design,Summer-2023: DAV 5400 Analytics Programming,Summer-2023: DAV 5300 Computational Math and Statistics,Summer-2023: Advanced Data Engineering
4116851563,Estrada,Maria,Data Analytics and Visualization,3.52,Spring-2021,China,Mandarin,Computer Science,25,3.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Spring-2020: DAV 5100 Structured Data Management,Spring-2020: DAV 6450 Independent Study,Spring-2020: AI Product Studio,Summer-2020: DAV 6300 Special Topics,Summer-2020: DAV 5400 Analytics Programming,Summer-2020: DAV 6050 Data-Driven Organizations,Fall-2020: DAV 5200 Visual Design and Storytelling,Fall-2020: DAV 6000 Talent Analytics,Fall-2020: MAN 5580 Project Management,Spring-2021: DAV 6500 Capstone,Spring-2021: DAV 5300 Computational Math and Statistics,Spring-2021: DAV 5000 Business Modeling and Data Analysis
4904435907,Haven,Carmelita,Data Analytics and Visualization,4.0,Summer-2021,USA,English,Engineering,23,2.0,"Bridgeport, CT",UX Design Intern,Summer-2020: DAV 6050 Data-Driven Organizations,Summer-2020: DAV 5300 Computational Math and Statistics,Summer-2020: DAV 5000 Business Modeling and Data Analysis,Fall-2020: Special Topics,Fall-2020: DAV 5200 Visual Design and Storytelling,Fall-2020: Natural Language Processing,Spring-2021: DAV 5100 Structured Data Management,Spring-2021: Bayesian Methods,Spring-2021: DAV 5400 Analytics Programming,Summer-2021: MAN 5580 Project Management,Summer-2021: AI Product Studio,Summer-2021: DAV 6500 Capstone
9602353660,Hall,John,Artificial Intelligence,2.99,Fall-2017,India,Hindi,Engineering,31,10.5,"New York, NY",Data Architect I,Fall-2016: Bayesian Methods,Fall-2016: Internship,Fall-2016: Neural Networks and Deep Learning,Spring-2017: Advanced Data Engineering,Spring-2017: Computational Statistics and Probability,Spring-2017: Predictive Models,Summer-2017: AI Capstone: R&D Experience,Summer-2017: Numerical Methods,Summer-2017: Data Visualization,Fall-2017: Artificial Intelligence,Fall-2017: Data Acquisition and Management,Fall-2017: Machine Learning
3374346001,Willie,Kathleen,Artificial Intelligence,3.37,Summer-2020,USA,English,Computer Science,25,3.5,"Bridgeport, CT",Data Scientist I,Summer-2019: Predictive Models,Summer-2019: AI Capstone: R&D Experience,Summer-2019: Artificial Intelligence,Fall-2019: DAV 6150 Data Science,Fall-2019: Machine Learning,Fall-2019: Neural Networks and Deep Learning,Spring-2020: Data Acquisition and Management,Spring-2020: AI Product Studio,Spring-2020: Numerical Methods,Summer-2020: Computational Statistics and Probability,Summer-2020: DAV 6050 Data-Driven Organizations,Summer-2020: Special Topics
3521809204,Gonzalez,Frank,Data Analytics and Visualization,4.0,Summer-2021,India,Hindi,Mathematics,33,11.0,"New York, NY",Big Data Architect,Summer-2020: DAV 6500 Capstone,Summer-2020: DAV 5000 Business Modeling and Data Analysis,Summer-2020: Advanced Data Engineering,Fall-2020: DAV 6450 Independent Study,Fall-2020: DAV 5100 Structured Data Management,Fall-2020: Independent Study,Spring-2021: DAV 5400 Analytics Programming,Spring-2021: DAV 5200 Visual Design and Storytelling,Spring-2021: DAV 6400 Internship,Summer-2021: DAV 5300 Computational Math and Statistics,Summer-2021: DAV 6300 Special Topics,Summer-2021: MAN 5580 Project Management
3849457769,Smittle,Victor,Data Analytics and Visualization,3.62,Summer-2022,China,Mandarin,Engineering,27,5.0,"New York, NY",Entry Data Analyst,Summer-2021: DAV 5300 Computational Math and Statistics,Summer-2021: AI Product Studio,Summer-2021: DAV 6200 Data Product Design,Fall-2021: DAV 6500 Capstone,Fall-2021: MAN 5580 Project Management,Fall-2021: DAV 6400 Internship,Spring-2022: DAV 5100 Structured Data Management,Spring-2022: Natural Language Processing,Spring-2022: Complex Systems: Financial Time Series Analysis,Summer-2022: DAV 5400 Analytics Programming,Summer-2022: DAV 5200 Visual Design and Storytelling,Summer-2022: DAV 5000 Business Modeling and Data Analysis
9486949426,Whitehead,Carol,Artificial Intelligence,3.32,Fall-2021,India,Hindi,Health Sciences,25,3.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Fall-2020: Neural Networks and Deep Learning,Fall-2020: AI Capstone: R&D Experience,Fall-2020: Predictive Models,Spring-2021: DAV 6400 Internship,Spring-2021: Machine Learning,Spring-2021: Complex Systems: Financial Time Series Analysis,Summer-2021: Computational Statistics and Probability,Summer-2021: DAV 6000 Talent Analytics,Summer-2021: Bayesian Methods,Fall-2021: Artificial Intelligence,Fall-2021: Data Acquisition and Management,Fall-2021: Numerical Methods
9242071344,Kirby,Roxanne,Data Analytics and Visualization,2.16,Fall-2023,India,Marathi,Health Sciences,25,4.5,"New York, NY",Data Scientist I,Fall-2022: DAV 5100 Structured Data Management,Fall-2022: AI Product Studio,Fall-2022: Advanced Data Engineering,Spring-2023: Complex Systems: Financial Time Series Analysis,Spring-2023: DAV 5200 Visual Design and Storytelling,Spring-2023: DAV 5000 Business Modeling and Data Analysis,Summer-2023: DAV 5400 Analytics Programming,Summer-2023: Independent Study,Summer-2023: DAV 6500 Capstone,Fall-2023: MAN 5580 Project Management,Fall-2023: DAV 6400 Internship,Fall-2023: DAV 5300 Computational Math and Statistics
2862834068,Taylor,Daniel,Data Analytics and Visualization,3.98,Spring-2020,China,Mandarin,Other,24,2.5,"Woodbridge, NJ",Business Intelligence (BI) Developer,Spring-2019: DAV 5100 Structured Data Management,Spring-2019: Complex Systems: Financial Time Series Analysis,Spring-2019: AI Product Studio,Summer-2019: Natural Language Processing,Summer-2019: DAV 5000 Business Modeling and Data Analysis,Summer-2019: DAV 6050 Data-Driven Organizations,Fall-2019: DAV 6500 Capstone,Fall-2019: MAN 5580 Project Management,Fall-2019: DAV 5300 Computational Math and Statistics,Spring-2020: DAV 5400 Analytics Programming,Spring-2020: Advanced Data Engineering,Spring-2020: DAV 5200 Visual Design and Storytelling
7089753659,Torres,Tamika,Data Analytics and Visualization,4.0,Spring-2017,Other,A,Computer Science,34,12.0,"New York, NY",Business Intelligence (BI) Developer,Spring-2016: DAV 5200 Visual Design and Storytelling,Spring-2016: DAV 5000 Business Modeling and Data Analysis,Spring-2016: Advanced Data Engineering,Summer-2016: DAV 5100 Structured Data Management,Summer-2016: DAV 5300 Computational Math and Statistics,Summer-2016: DAV 6500 Capstone,Fall-2016: DAV 6100 Information Architectures,Fall-2016: MAN 5580 Project Management,Fall-2016: DAV 6000 Talent Analytics,Spring-2017: DAV 5400 Analytics Programming,Spring-2017: Independent Study,Spring-2017: Internship
4657959402,Gibson,Alan,Data Analytics and Visualization,3.39,Spring-2023,China,Mandarin,Health Sciences,30,9.5,"New York, NY",Database Administrator - Entry,Spring-2022: MAN 5580 Project Management,Spring-2022: Complex Systems: Financial Time Series Analysis,Spring-2022: DAV 5400 Analytics Programming,Summer-2022: DAV 6050 Data-Driven Organizations,Summer-2022: DAV 5200 Visual Design and Storytelling,Summer-2022: Natural Language Processing,Fall-2022: DAV 5300 Computational Math and Statistics,Fall-2022: DAV 6500 Capstone,Fall-2022: DAV 6200 Data Product Design,Spring-2023: DAV 5000 Business Modeling and Data Analysis,Spring-2023: DAV 6000 Talent Analytics,Spring-2023: DAV 5100 Structured Data Management
8731358687,Mcdonald,Tanya,Data Analytics and Visualization,3.16,Fall-2017,Other,P,Mathematics,23,2.5,"New York, NY",Entry Level Python Developer,Fall-2016: DAV 5300 Computational Math and Statistics,Fall-2016: Bayesian Methods,Fall-2016: DAV 6450 Independent Study,Spring-2017: DAV 5400 Analytics Programming,Spring-2017: DAV 6300 Special Topics,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Summer-2017: DAV 6500 Capstone,Summer-2017: MAN 5580 Project Management,Summer-2017: DAV 5100 Structured Data Management,Fall-2017: DAV 5200 Visual Design and Storytelling,Fall-2017: Data Visualization,Fall-2017: Advanced Data Engineering
8815367358,Giorgi,John,Data Analytics and Visualization,3.3,Summer-2021,USA,English,Engineering,24,2.5,"Bridgeport, CT",Entry Business Systems Analyst,Summer-2020: Data Visualization,Summer-2020: DAV 6050 Data-Driven Organizations,Summer-2020: Internship,Fall-2020: DAV 5100 Structured Data Management,Fall-2020: MAN 5580 Project Management,Fall-2020: DAV 5400 Analytics Programming,Spring-2021: DAV 6500 Capstone,Spring-2021: DAV 5000 Business Modeling and Data Analysis,Spring-2021: DAV 5200 Visual Design and Storytelling,Summer-2021: DAV 5300 Computational Math and Statistics,Summer-2021: Complex Systems: Financial Time Series Analysis,Summer-2021: AI Product Studio
7774386879,Taylor,Cecile,Data Analytics and Visualization,3.59,Fall-2017,India,Hindi,Health Sciences,23,2.5,"Woodbridge, NJ",Business Intelligence (BI) Developer,Fall-2016: MAN 5580 Project Management,Fall-2016: DAV 6200 Data Product Design,Fall-2016: DAV 6150 Data Science,Spring-2017: DAV 5200 Visual Design and Storytelling,Spring-2017: DAV 5000 Business Modeling and Data Analysis,Spring-2017: DAV 5100 Structured Data Management,Summer-2017: Data Visualization,Summer-2017: DAV 6000 Talent Analytics,Summer-2017: Independent Study,Fall-2017: DAV 5300 Computational Math and Statistics,Fall-2017: DAV 6500 Capstone,Fall-2017: DAV 5400 Analytics Programming
2576099685,Kapp,George,Data Analytics and Visualization,3.17,Fall-2021,USA,Spanish,Computer Science,23,1.5,"New York, NY",UX Design Intern,Fall-2020: DAV 5400 Analytics Programming,Fall-2020: DAV 5000 Business Modeling and Data Analysis,Fall-2020: DAV 6000 Talent Analytics,Spring-2021: DAV 5200 Visual Design and Storytelling,Spring-2021: DAV 5100 Structured Data Management,Spring-2021: DAV 6050 Data-Driven Organizations,Summer-2021: DAV 6150 Data Science,Summer-2021: DAV 6500 Capstone,Summer-2021: DAV 5300 Computational Math and Statistics,Fall-2021: MAN 5580 Project Management,Fall-2021: AI Product Studio,Fall-2021: Complex Systems: Financial Time Series Analysis
7394273039,Billington,Rodney,Data Analytics and Visualization,2.75,Spring-2018,USA,English,Computer Science,23,2.5,"New York, NY",Data Architect I,Spring-2017: DAV 6200 Data Product Design,Spring-2017: DAV 6500 Capstone,Spring-2017: DAV 5400 Analytics Programming,Summer-2017: DAV 5300 Computational Math and Statistics,Summer-2017: DAV 6100 Information Architectures,Summer-2017: DAV 5100 Structured Data Management,Fall-2017: DAV 6000 Talent Analytics,Fall-2017: MAN 5580 Project Management,Fall-2017: Internship,Spring-2018: DAV 5200 Visual Design and Storytelling,Spring-2018: Natural Language Processing,Spring-2018: DAV 5000 Business Modeling and Data Analysis
4307392133,Terrill,Dennis,Data Analytics and Visualization,3.38,Summer-2021,China,Mandarin,Mathematics,25,4.5,"New York, NY",Entry Business Systems Analyst,Summer-2020: Special Topics,Summer-2020: DAV 5200 Visual Design and Storytelling,Summer-2020: DAV 6000 Talent Analytics,Fall-2020: DAV 5300 Computational Math and Statistics,Fall-2020: Data Visualization,Fall-2020: MAN 5580 Project Management,Spring-2021: DAV 5000 Business Modeling and Data Analysis,Spring-2021: DAV 5400 Analytics Programming,Spring-2021: DAV 5100 Structured Data Management,Summer-2021: DAV 6100 Information Architectures,Summer-2021: DAV 6500 Capstone,Summer-2021: DAV 6200 Data Product Design
2541366631,Jordan,Veronica,Artificial Intelligence,3.92,Summer-2020,China,Mandarin,Health Sciences,23,1.0,"Chicago, IL",Business Intelligence (BI) Developer,Summer-2019: Machine Learning,Summer-2019: Predictive Models,Summer-2019: Numerical Methods,Fall-2019: Artificial Intelligence,Fall-2019: DAV 6100 Information Architectures,Fall-2019: DAV 6200 Data Product Design,Spring-2020: AI Capstone: R&D Experience,Spring-2020: Neural Networks and Deep Learning,Spring-2020: DAV 6000 Talent Analytics,Summer-2020: Computational Statistics and Probability,Summer-2020: Bayesian Methods,Summer-2020: Data Acquisition and Management
