Course Name,Student ID,First Name,Last Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription,Course #
Fall-2018: Data Acquisition and Management,3448118363,Latham,Edith,Artificial Intelligence,4.0,Spring-2019,Other,F,Mathematics,25,3.0,"New York, NY",Data Architect I,Course8
Fall-2018: Data Acquisition and Management,4020243550,Hyatt,Livia,Artificial Intelligence,3.84,Fall-2018,India,Hindi,Health Sciences,24,3.5,"New York, NY",Entry Business Systems Analyst,Course12
Fall-2018: Data Acquisition and Management,6699991667,Grant,Kristopher,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6.0,"New York, NY",Entry Business Systems Analyst,Course11
Fall-2018: Data Visualization,1769081101,Bilger,John,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course6
Fall-2018: Data Visualization,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course4
Fall-2018: Data Visualization,8964907590,Freeman,Mason,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I,Course6
Fall-2018: Independent Study,2389610439,Stokes,Virgil,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2.0,"Bridgeport, CT",Entry Business Systems Analyst,Course9
Fall-2018: Independent Study,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course11
Fall-2018: Internship,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course12
Fall-2018: Internship,9052700276,Fontenot,Richard,Data Analytics and Visualization,3.26,Fall-2018,China,Mandarin,Computer Science,24,3.5,"San Francisco, CA",Database Administrator - Entry,Course12
Fall-2018: MAN 5580 Project Management,3850838904,Fisher,Fred,Data Analytics and Visualization,3.9,Spring-2019,USA,English,Computer Science,29,7.0,"New York, NY",Machine Learning Engineer,Course8
Fall-2018: MAN 5580 Project Management,4137997909,Quagliano,Junior,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst,Course9
Fall-2018: MAN 5580 Project Management,5230060699,Sheridan,Kathleen,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5.0,"New York, NY",Database Administrator - Entry,Course6
Fall-2018: Machine Learning,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course3
Fall-2018: Machine Learning,1635242184,Litton,Michael,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry,Course2
Fall-2018: Machine Learning,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course11
Fall-2018: Machine Learning,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course1
Fall-2018: Machine Learning,6699991667,Grant,Kristopher,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6.0,"New York, NY",Entry Business Systems Analyst,Course12
Fall-2018: Machine Learning,7709074811,Parsons,Larry,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer,Course1
Fall-2018: Machine Learning,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course3
Fall-2018: Machine Learning,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course11
Fall-2018: Natural Language Processing,6796236330,Burns,Mildred,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I,Course12
Fall-2018: Natural Language Processing,8964907590,Freeman,Mason,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I,Course4
Fall-2018: Neural Networks and Deep Learning,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course2
Fall-2018: Neural Networks and Deep Learning,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course3
Fall-2018: Neural Networks and Deep Learning,6981612896,Douglas,Ok,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer,Course12
Fall-2018: Neural Networks and Deep Learning,7709074811,Parsons,Larry,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer,Course3
Fall-2018: Neural Networks and Deep Learning,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course10
Fall-2018: Numerical Methods,3078414524,Canela,John,Artificial Intelligence,4.0,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst,Course10
Fall-2018: Numerical Methods,3367596729,Thornton,Corey,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3.0,"New York, NY",UX Design Intern,Course11
Fall-2018: Numerical Methods,9247834877,King,Vanessa,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4.0,"New York, NY",Machine Learning Engineer,Course12
Fall-2018: Predictive Models,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course1
Fall-2018: Predictive Models,1635242184,Litton,Michael,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry,Course3
Fall-2018: Predictive Models,4325315064,Romero,Fabiola,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Course8
Fall-2018: Predictive Models,6981612896,Douglas,Ok,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer,Course10
Fall-2018: Predictive Models,9171762242,Placko,Dorothy,Artificial Intelligence,3.43,Fall-2019,China,Mandarin,Mathematics,23,1.5,"New York, NY",Entry Business Systems Analyst,Course6
Fall-2018: Special Topics,4325315064,Romero,Fabiola,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7.0,"Woodbridge, NJ",Business Intelligence (BI) Developer,Course7
Fall-2018: Special Topics,5014754836,Garcia,Amanda,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1.0,"New York, NY",Data Architect I,Course3
Fall-2018: Special Topics,6460867046,Sanford,Aura,Data Analytics and Visualization,4.0,Fall-2019,Pakistan,Pashto,Computer Science,24,3.0,"New York, NY",Machine Learning Engineer,Course5
Fall-2018: Special Topics,7187559044,Pagan,Ashley,Data Analytics and Visualization,4.0,Fall-2018,Pakistan,Punjabi,Mathematics,24,2.0,"New York, NY",Machine Learning Engineer,Course11
Fall-2018: Special Topics,8072792574,Crouch,Richard,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect,Course6
Fall-2019: AI Capstone: R&D Experience,1635242184,Litton,Michael,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry,Course9
Fall-2019: AI Capstone: R&D Experience,5014754836,Garcia,Amanda,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1.0,"New York, NY",Data Architect I,Course7
Fall-2019: AI Capstone: R&D Experience,6509550025,Jacobson,Cindy,Artificial Intelligence,2.76,Spring-2021,Pakistan,Punjabi,Mathematics,24,2.5,"Woodbridge, NJ",Data Scientist I,Course1
Fall-2019: AI Capstone: R&D Experience,7434279301,Barrett,Michael,Artificial Intelligence,3.3,Spring-2021,China,Cantonese,Health Sciences,24,2.5,"New York, NY",Business Intelligence (BI) Developer,Course1
Fall-2019: AI Capstone: R&D Experience,8225692756,Anderson,James,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Data Scientist I,Course5
Fall-2019: AI Product Studio,1812867268,Ragland,Tammy,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I,Course2
Fall-2019: AI Product Studio,3345919606,Cummings,Jennifer,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer,Course3
Fall-2019: AI Product Studio,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course9
Fall-2019: AI Product Studio,6243136616,Smith,Susan,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry,Course4
Fall-2019: AI Product Studio,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course6
Fall-2019: AI Product Studio,8964907590,Freeman,Mason,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I,Course12
Fall-2019: AI Product Studio,9415890082,Macko,George,Data Analytics and Visualization,4.0,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer,Course5
Fall-2019: Advanced Data Engineering,1375067377,Pursell,Elizabeth,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I,Course11
Fall-2019: Advanced Data Engineering,8072792574,Crouch,Richard,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect,Course10
Fall-2019: Advanced Data Engineering,8740282061,Bailey,Kerri,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer,Course1
Fall-2019: Artificial Intelligence,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course8
Fall-2019: Artificial Intelligence,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course8
Fall-2019: Artificial Intelligence,6509550025,Jacobson,Cindy,Artificial Intelligence,2.76,Spring-2021,Pakistan,Punjabi,Mathematics,24,2.5,"Woodbridge, NJ",Data Scientist I,Course2
Fall-2019: Artificial Intelligence,8225692756,Anderson,James,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Data Scientist I,Course6
Fall-2019: Bayesian Methods,2926537122,Pranger,Betty,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3.0,"Woodbridge, NJ",Entry Level Python Developer,Course2
Fall-2019: Bayesian Methods,6460867046,Sanford,Aura,Data Analytics and Visualization,4.0,Fall-2019,Pakistan,Pashto,Computer Science,24,3.0,"New York, NY",Machine Learning Engineer,Course11
Fall-2019: Computational Statistics and Probability,1191512830,Pierce,David,Artificial Intelligence,4.0,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer,Course9
Fall-2019: Computational Statistics and Probability,8072792574,Crouch,Richard,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect,Course11
Fall-2019: DAV 5000 Business Modeling and Data Analysis,1232473375,Kennedy,Mary,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I,Course4
Fall-2019: DAV 5000 Business Modeling and Data Analysis,1812867268,Ragland,Tammy,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I,Course3
Fall-2019: DAV 5000 Business Modeling and Data Analysis,4457907000,Guzman,Judy,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course1
Fall-2019: DAV 5000 Business Modeling and Data Analysis,6280712683,Schreiber,Marion,Data Analytics and Visualization,3.95,Spring-2021,China,Mandarin,Engineering,23,1.5,"San Francisco, CA",Entry Data Analyst,Course1
Fall-2019: DAV 5000 Business Modeling and Data Analysis,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course5
Fall-2019: DAV 5000 Business Modeling and Data Analysis,9074563926,Moore,David,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer,Course1
Fall-2019: DAV 5000 Business Modeling and Data Analysis,9415890082,Macko,George,Data Analytics and Visualization,4.0,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer,Course6
Fall-2019: DAV 5100 Structured Data Management,3345919606,Cummings,Jennifer,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer,Course1
Fall-2019: DAV 5100 Structured Data Management,4457907000,Guzman,Judy,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course2
Fall-2019: DAV 5100 Structured Data Management,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course6
Fall-2019: DAV 5100 Structured Data Management,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course12
Fall-2019: DAV 5100 Structured Data Management,6280712683,Schreiber,Marion,Data Analytics and Visualization,3.95,Spring-2021,China,Mandarin,Engineering,23,1.5,"San Francisco, CA",Entry Data Analyst,Course3
Fall-2019: DAV 5100 Structured Data Management,8919040067,Francis,Sergio,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I,Course12
Fall-2019: DAV 5100 Structured Data Management,9074563926,Moore,David,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer,Course3
Fall-2019: DAV 5100 Structured Data Management,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course5
Fall-2019: DAV 5100 Structured Data Management,9760083447,Albert,William,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3.0,"Chicago, IL",Entry Business Systems Analyst,Course9
Fall-2019: DAV 5200 Visual Design and Storytelling,1375067377,Pursell,Elizabeth,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I,Course12
Fall-2019: DAV 5200 Visual Design and Storytelling,1769081101,Bilger,John,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course12
Fall-2019: DAV 5200 Visual Design and Storytelling,2926537122,Pranger,Betty,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3.0,"Woodbridge, NJ",Entry Level Python Developer,Course3
Fall-2019: DAV 5200 Visual Design and Storytelling,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course10
Fall-2019: DAV 5200 Visual Design and Storytelling,6243136616,Smith,Susan,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry,Course6
Fall-2019: DAV 5200 Visual Design and Storytelling,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course6
Fall-2019: DAV 5200 Visual Design and Storytelling,8740282061,Bailey,Kerri,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer,Course3
Fall-2019: DAV 5200 Visual Design and Storytelling,8964907590,Freeman,Mason,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I,Course11
Fall-2019: DAV 5300 Computational Math and Statistics,1375067377,Pursell,Elizabeth,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I,Course10
Fall-2019: DAV 5300 Computational Math and Statistics,1769081101,Bilger,John,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course11
Fall-2019: DAV 5300 Computational Math and Statistics,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course8
Fall-2019: DAV 5300 Computational Math and Statistics,5230060699,Sheridan,Kathleen,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5.0,"New York, NY",Database Administrator - Entry,Course10
Fall-2019: DAV 5300 Computational Math and Statistics,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course5
Fall-2019: DAV 5300 Computational Math and Statistics,5642867338,Sharon,Mattie,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst,Course11
Fall-2019: DAV 5300 Computational Math and Statistics,6243136616,Smith,Susan,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry,Course5
Fall-2019: DAV 5300 Computational Math and Statistics,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course5
Fall-2019: DAV 5300 Computational Math and Statistics,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course4
Fall-2019: DAV 5400 Analytics Programming,2926537122,Pranger,Betty,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3.0,"Woodbridge, NJ",Entry Level Python Developer,Course1
Fall-2019: DAV 5400 Analytics Programming,5230060699,Sheridan,Kathleen,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5.0,"New York, NY",Database Administrator - Entry,Course11
Fall-2019: DAV 5400 Analytics Programming,9415890082,Macko,George,Data Analytics and Visualization,4.0,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer,Course4
Fall-2019: DAV 5400 Analytics Programming,9854174075,Grantham,Chris,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5.0,"New York, NY",Data Scientist I,Course8
Fall-2019: DAV 6000 Talent Analytics,1232473375,Kennedy,Mary,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I,Course5
Fall-2019: DAV 6000 Talent Analytics,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course6
Fall-2019: DAV 6000 Talent Analytics,3959311068,Lozada,Steve,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8.0,"New York, NY",Business Intelligence (BI) Developer,Course7
Fall-2019: DAV 6000 Talent Analytics,6460867046,Sanford,Aura,Data Analytics and Visualization,4.0,Fall-2019,Pakistan,Pashto,Computer Science,24,3.0,"New York, NY",Machine Learning Engineer,Course10
Fall-2019: DAV 6000 Talent Analytics,8317186460,Odonell,Pamela,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4.0,"New York, NY",Data Architect I,Course9
Fall-2019: DAV 6050 Data-Driven Organizations,1635242184,Litton,Michael,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry,Course8
Fall-2019: DAV 6050 Data-Driven Organizations,5522906291,Mitchell,Elizabeth,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3.0,"New York, NY",Big Data Architect,Course1
Fall-2019: DAV 6100 Information Architectures,7300878175,Reed,Anthony,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry,Course4
Fall-2019: DAV 6100 Information Architectures,9854174075,Grantham,Chris,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5.0,"New York, NY",Data Scientist I,Course9
Fall-2019: DAV 6150 Data Science,9575532707,Smith,Angela,Data Analytics and Visualization,4.0,Fall-2019,Other,F,Computer Science,25,3.5,"Los Angeles, CA",Database Administrator - Entry,Course10
Fall-2019: DAV 6200 Data Product Design,1232473375,Kennedy,Mary,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I,Course6
Fall-2019: DAV 6200 Data Product Design,5230060699,Sheridan,Kathleen,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5.0,"New York, NY",Database Administrator - Entry,Course12
Fall-2019: DAV 6200 Data Product Design,5522906291,Mitchell,Elizabeth,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3.0,"New York, NY",Big Data Architect,Course3
Fall-2019: DAV 6200 Data Product Design,7434279301,Barrett,Michael,Artificial Intelligence,3.3,Spring-2021,China,Cantonese,Health Sciences,24,2.5,"New York, NY",Business Intelligence (BI) Developer,Course2
Fall-2019: DAV 6200 Data Product Design,9760083447,Albert,William,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3.0,"Chicago, IL",Entry Business Systems Analyst,Course8
Fall-2019: DAV 6200 Data Product Design,9973127018,Woode,David,Artificial Intelligence,3.05,Fall-2020,China,Mandarin,Computer Science,27,6.0,"New York, NY",Entry Level Python Developer,Course5
Fall-2019: DAV 6300 Special Topics,5522906291,Mitchell,Elizabeth,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3.0,"New York, NY",Big Data Architect,Course2
Fall-2019: DAV 6300 Special Topics,6509550025,Jacobson,Cindy,Artificial Intelligence,2.76,Spring-2021,Pakistan,Punjabi,Mathematics,24,2.5,"Woodbridge, NJ",Data Scientist I,Course3
Fall-2019: DAV 6300 Special Topics,8919040067,Francis,Sergio,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I,Course10
Fall-2019: DAV 6450 Independent Study,5498108097,Mcdermott,Henry,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect,Course4
Fall-2019: DAV 6450 Independent Study,9854174075,Grantham,Chris,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5.0,"New York, NY",Data Scientist I,Course7
Fall-2019: DAV 6500 Capstone,1769081101,Bilger,John,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry,Course10
Fall-2019: DAV 6500 Capstone,3345919606,Cummings,Jennifer,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer,Course2
Fall-2019: DAV 6500 Capstone,7550850592,Serrell,Allan,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2.0,"New York, NY",Entry Business Systems Analyst,Course4
Fall-2019: DAV 6500 Capstone,8919040067,Francis,Sergio,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I,Course11
Fall-2019: DAV 6500 Capstone,8964907590,Freeman,Mason,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I,Course10
Fall-2019: Data Acquisition and Management,2974302419,Schut,Thomas,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5.0,"New York, NY",Database Administrator - Entry,Course7
Fall-2019: Data Acquisition and Management,3597035173,Hamilton,Patricia,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst,Course4
Fall-2019: Data Acquisition and Management,7709074811,Parsons,Larry,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer,Course8
Fall-2019: Data Visualization,2974302419,Schut,Thomas,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5.0,"New York, NY",Database Administrator - Entry,Course8
Fall-2019: Data Visualization,4328571177,Lawrence,Dean,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer,Course7
Fall-2019: Data Visualization,7709074811,Parsons,Larry,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer,Course7
Fall-2019: Data Visualization,8740282061,Bailey,Kerri,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer,Course2
Fall-2019: Data Visualization,9171762242,Placko,Dorothy,Artificial Intelligence,3.43,Fall-2019,China,Mandarin,Mathematics,23,1.5,"New York, NY",Entry Business Systems Analyst,Course10
Fall-2019: Independent Study,5014754836,Garcia,Amanda,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1.0,"New York, NY",Data Architect I,Course8
Fall-2019: Independent Study,9074563926,Moore,David,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer,Course2
Fall-2019: MAN 5580 Project Management,1812867268,Ragland,Tammy,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I,Course1
Fall-2019: MAN 5580 Project Management,4457907000,Guzman,Judy,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I,Course3
Fall-2019: MAN 5580 Project Management,6280712683,Schreiber,Marion,Data Analytics and Visualization,3.95,Spring-2021,China,Mandarin,Engineering,23,1.5,"San Francisco, CA",Entry Data Analyst,Course2
Fall-2019: MAN 5580 Project Management,6460867046,Sanford,Aura,Data Analytics and Visualization,4.0,Fall-2019,Pakistan,Pashto,Computer Science,24,3.0,"New York, NY",Machine Learning Engineer,Course12
Fall-2019: MAN 5580 Project Management,9181549154,Underwood,Peter,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1.0,"New York, NY",Database Administrator - Entry,Course6
