Student ID,Person,Course Number,Course Name,Katz School Major,GPA,Graduation Semester,Country of Origin,Languages,Undergraduate Major,Age at Graduation,Years of Experience,Location,Job Decription
9575532707,Smith Angela,Course6,Fall-2018: DAV 6000 Talent Analytics,Data Analytics and Visualization,4,Fall-2019,Other,F,Computer Science,25,3.5,"Los Angeles, CA",Database Administrator - Entry
2974302419,Schut Thomas,Course2,Fall-2018: DAV 6050 Data-Driven Organizations,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Mathematics,27,5,"New York, NY",Database Administrator - Entry
4431701095,Clark Cyril,Course9,Fall-2018: DAV 6050 Data-Driven Organizations,Data Analytics and Visualization,2.89,Spring-2019,USA,English,Other,23,2.5,"New York, NY",Entry Business Systems Analyst
7187559044,Pagan Ashley,Course12,Fall-2018: DAV 6100 Information Architectures,Data Analytics and Visualization,4,Fall-2018,Pakistan,Punjabi,Mathematics,24,2,"New York, NY",Machine Learning Engineer
8072792574,Crouch Richard,Course5,Fall-2018: DAV 6100 Information Architectures,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect
4137997909,Quagliano Junior,Course8,Fall-2018: DAV 6150 Data Science,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst
3448118363,Latham Edith,Course7,Fall-2018: DAV 6200 Data Product Design,Artificial Intelligence,4,Spring-2019,Other,F,Mathematics,25,3,"New York, NY",Data Architect I
8072792574,Crouch Richard,Course4,Fall-2018: DAV 6300 Special Topics,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect
8964907590,Freeman Mason,Course5,Fall-2018: DAV 6300 Special Topics,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I
9854174075,Grantham Chris,Course2,Fall-2018: DAV 6300 Special Topics,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5,"New York, NY",Data Scientist I
2537654113,Fleming Courtney,Course9,Fall-2018: DAV 6400 Internship,Data Analytics and Visualization,3.73,Spring-2019,USA,Spanish,Computer Science,23,1.5,"New York, NY",Entry Business Systems Analyst
3448118363,Latham Edith,Course9,Fall-2018: DAV 6400 Internship,Artificial Intelligence,4,Spring-2019,Other,F,Mathematics,25,3,"New York, NY",Data Architect I
3367596729,Thornton Corey,Course12,Fall-2018: DAV 6450 Independent Study,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3,"New York, NY",UX Design Intern
7186511257,Anderson Johnny,Course10,Fall-2018: DAV 6450 Independent Study,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer
8919040067,Francis Sergio,Course6,Fall-2018: DAV 6450 Independent Study,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I
1375067377,Pursell Elizabeth,Course5,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I
1394941761,Gray Fabian,Course8,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,3.09,Spring-2019,USA,Spanish,Health Sciences,24,3.5,"New York, NY",Business Intelligence (BI) Developer
3850838904,Fisher Fred,Course7,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,3.9,Spring-2019,USA,English,Computer Science,29,7,"New York, NY",Machine Learning Engineer
4328571177,Lawrence Dean,Course2,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer
5642867338,Sharon Mattie,Course6,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst
7186511257,Anderson Johnny,Course11,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,3.39,Fall-2018,India,Gujarati,Computer Science,33,11.5,"New York, NY",Machine Learning Engineer
9760083447,Albert William,Course2,Fall-2018: DAV 6500 Capstone,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3,"Chicago, IL",Entry Business Systems Analyst
3448118363,Latham Edith,Course8,Fall-2018: Data Acquisition and Management,Artificial Intelligence,4,Spring-2019,Other,F,Mathematics,25,3,"New York, NY",Data Architect I
4020243550,Hyatt Livia,Course12,Fall-2018: Data Acquisition and Management,Artificial Intelligence,3.84,Fall-2018,India,Hindi,Health Sciences,24,3.5,"New York, NY",Entry Business Systems Analyst
6699991667,Grant Kristopher,Course11,Fall-2018: Data Acquisition and Management,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6,"New York, NY",Entry Business Systems Analyst
1769081101,Bilger John,Course6,Fall-2018: Data Visualization,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry
5642867338,Sharon Mattie,Course4,Fall-2018: Data Visualization,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst
8964907590,Freeman Mason,Course6,Fall-2018: Data Visualization,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I
2389610439,Stokes Virgil,Course9,Fall-2018: Independent Study,Data Analytics and Visualization,3.56,Spring-2019,China,Mandarin,Computer Science,24,2,"Bridgeport, CT",Entry Business Systems Analyst
6796236330,Burns Mildred,Course11,Fall-2018: Independent Study,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I
3078414524,Canela John,Course12,Fall-2018: Internship,Artificial Intelligence,4,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst
9052700276,Fontenot Richard,Course12,Fall-2018: Internship,Data Analytics and Visualization,3.26,Fall-2018,China,Mandarin,Computer Science,24,3.5,"San Francisco, CA",Database Administrator - Entry
3850838904,Fisher Fred,Course8,Fall-2018: MAN 5580 Project Management,Data Analytics and Visualization,3.9,Spring-2019,USA,English,Computer Science,29,7,"New York, NY",Machine Learning Engineer
4137997909,Quagliano Junior,Course9,Fall-2018: MAN 5580 Project Management,Data Analytics and Visualization,3.81,Spring-2019,Pakistan,Sindhi,Computer Science,25,3.5,"New York, NY",Entry Data Analyst
5230060699,Sheridan Kathleen,Course6,Fall-2018: MAN 5580 Project Management,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5,"New York, NY",Database Administrator - Entry
1191512830,Pierce David,Course3,Fall-2018: Machine Learning,Artificial Intelligence,4,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer
1635242184,Litton Michael,Course2,Fall-2018: Machine Learning,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry
3078414524,Canela John,Course11,Fall-2018: Machine Learning,Artificial Intelligence,4,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst
3959311068,Lozada Steve,Course1,Fall-2018: Machine Learning,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8,"New York, NY",Business Intelligence (BI) Developer
6699991667,Grant Kristopher,Course12,Fall-2018: Machine Learning,Artificial Intelligence,3.48,Fall-2018,USA,English,Mathematics,27,6,"New York, NY",Entry Business Systems Analyst
7709074811,Parsons Larry,Course1,Fall-2018: Machine Learning,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer
8317186460,Odonell Pamela,Course3,Fall-2018: Machine Learning,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4,"New York, NY",Data Architect I
9247834877,King Vanessa,Course11,Fall-2018: Machine Learning,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4,"New York, NY",Machine Learning Engineer
6796236330,Burns Mildred,Course12,Fall-2018: Natural Language Processing,Data Analytics and Visualization,3.81,Fall-2018,USA,English,Computer Science,23,1.5,"New York, NY",Data Scientist I
8964907590,Freeman Mason,Course4,Fall-2018: Natural Language Processing,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I
1191512830,Pierce David,Course2,Fall-2018: Neural Networks and Deep Learning,Artificial Intelligence,4,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer
3959311068,Lozada Steve,Course3,Fall-2018: Neural Networks and Deep Learning,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8,"New York, NY",Business Intelligence (BI) Developer
6981612896,Douglas Ok,Course12,Fall-2018: Neural Networks and Deep Learning,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer
7709074811,Parsons Larry,Course3,Fall-2018: Neural Networks and Deep Learning,Artificial Intelligence,3.96,Spring-2020,China,Mandarin,Computer Science,23,2.5,"New York, NY",Business Intelligence (BI) Developer
9247834877,King Vanessa,Course10,Fall-2018: Neural Networks and Deep Learning,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4,"New York, NY",Machine Learning Engineer
3078414524,Canela John,Course10,Fall-2018: Numerical Methods,Artificial Intelligence,4,Fall-2018,Pakistan,Punjabi,Engineering,23,1.5,"New York, NY",Entry Business Systems Analyst
3367596729,Thornton Corey,Course11,Fall-2018: Numerical Methods,Artificial Intelligence,3.73,Fall-2018,India,Hindi,Computer Science,25,3,"New York, NY",UX Design Intern
9247834877,King Vanessa,Course12,Fall-2018: Numerical Methods,Artificial Intelligence,3.51,Fall-2018,Other,P,Mathematics,25,4,"New York, NY",Machine Learning Engineer
1191512830,Pierce David,Course1,Fall-2018: Predictive Models,Artificial Intelligence,4,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer
1635242184,Litton Michael,Course3,Fall-2018: Predictive Models,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry
4325315064,Romero Fabiola,Course8,Fall-2018: Predictive Models,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7,"Woodbridge, NJ",Business Intelligence (BI) Developer
6981612896,Douglas Ok,Course10,Fall-2018: Predictive Models,Artificial Intelligence,3.62,Fall-2018,USA,English,Engineering,23,2.5,"New York, NY",Entry Level Python Developer
9171762242,Placko Dorothy,Course6,Fall-2018: Predictive Models,Artificial Intelligence,3.43,Fall-2019,China,Mandarin,Mathematics,23,1.5,"New York, NY",Entry Business Systems Analyst
4325315064,Romero Fabiola,Course7,Fall-2018: Special Topics,Artificial Intelligence,3.69,Spring-2019,USA,English,Computer Science,28,7,"Woodbridge, NJ",Business Intelligence (BI) Developer
5014754836,Garcia Amanda,Course3,Fall-2018: Special Topics,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1,"New York, NY",Data Architect I
6460867046,Sanford Aura,Course5,Fall-2018: Special Topics,Data Analytics and Visualization,4,Fall-2019,Pakistan,Pashto,Computer Science,24,3,"New York, NY",Machine Learning Engineer
7187559044,Pagan Ashley,Course11,Fall-2018: Special Topics,Data Analytics and Visualization,4,Fall-2018,Pakistan,Punjabi,Mathematics,24,2,"New York, NY",Machine Learning Engineer
8072792574,Crouch Richard,Course6,Fall-2018: Special Topics,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect
1635242184,Litton Michael,Course9,Fall-2019: AI Capstone: R&D Experience,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry
5014754836,Garcia Amanda,Course7,Fall-2019: AI Capstone: R&D Experience,Artificial Intelligence,3.1,Spring-2020,China,Mandarin,Computer Science,23,1,"New York, NY",Data Architect I
6509550025,Jacobson Cindy,Course1,Fall-2019: AI Capstone: R&D Experience,Artificial Intelligence,2.76,Spring-2021,Pakistan,Punjabi,Mathematics,24,2.5,"Woodbridge, NJ",Data Scientist I
7434279301,Barrett Michael,Course1,Fall-2019: AI Capstone: R&D Experience,Artificial Intelligence,3.3,Spring-2021,China,Cantonese,Health Sciences,24,2.5,"New York, NY",Business Intelligence (BI) Developer
8225692756,Anderson James,Course5,Fall-2019: AI Capstone: R&D Experience,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1,"New York, NY",Data Scientist I
1812867268,Ragland Tammy,Course2,Fall-2019: AI Product Studio,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I
3345919606,Cummings Jennifer,Course3,Fall-2019: AI Product Studio,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer
4328571177,Lawrence Dean,Course9,Fall-2019: AI Product Studio,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer
6243136616,Smith Susan,Course4,Fall-2019: AI Product Studio,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry
7300878175,Reed Anthony,Course6,Fall-2019: AI Product Studio,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry
8964907590,Freeman Mason,Course12,Fall-2019: AI Product Studio,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I
9415890082,Macko George,Course5,Fall-2019: AI Product Studio,Data Analytics and Visualization,4,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer
1375067377,Pursell Elizabeth,Course11,Fall-2019: Advanced Data Engineering,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I
8072792574,Crouch Richard,Course10,Fall-2019: Advanced Data Engineering,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect
8740282061,Bailey Kerri,Course1,Fall-2019: Advanced Data Engineering,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer
1191512830,Pierce David,Course8,Fall-2019: Artificial Intelligence,Artificial Intelligence,4,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer
3959311068,Lozada Steve,Course8,Fall-2019: Artificial Intelligence,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8,"New York, NY",Business Intelligence (BI) Developer
6509550025,Jacobson Cindy,Course2,Fall-2019: Artificial Intelligence,Artificial Intelligence,2.76,Spring-2021,Pakistan,Punjabi,Mathematics,24,2.5,"Woodbridge, NJ",Data Scientist I
8225692756,Anderson James,Course6,Fall-2019: Artificial Intelligence,Artificial Intelligence,3.02,Fall-2020,USA,English,Mathematics,23,1,"New York, NY",Data Scientist I
2926537122,Pranger Betty,Course2,Fall-2019: Bayesian Methods,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3,"Woodbridge, NJ",Entry Level Python Developer
6460867046,Sanford Aura,Course11,Fall-2019: Bayesian Methods,Data Analytics and Visualization,4,Fall-2019,Pakistan,Pashto,Computer Science,24,3,"New York, NY",Machine Learning Engineer
1191512830,Pierce David,Course9,Fall-2019: Computational Statistics and Probability,Artificial Intelligence,4,Spring-2020,USA,English,Computer Science,24,3.5,"Los Angeles, CA",Entry Level Python Developer
8072792574,Crouch Richard,Course11,Fall-2019: Computational Statistics and Probability,Artificial Intelligence,2.81,Fall-2019,India,Hindi,Other,25,4.5,"New York, NY",Big Data Architect
1232473375,Kennedy Mary,Course4,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I
1812867268,Ragland Tammy,Course3,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.6,Spring-2021,USA,English,Engineering,24,3.5,"New York, NY",Data Scientist I
4457907000,Guzman Judy,Course1,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I
6280712683,Schreiber Marion,Course1,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.95,Spring-2021,China,Mandarin,Engineering,23,1.5,"San Francisco, CA",Entry Data Analyst
7550850592,Serrell Allan,Course5,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2,"New York, NY",Entry Business Systems Analyst
9074563926,Moore David,Course1,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer
9415890082,Macko George,Course6,Fall-2019: DAV 5000 Business Modeling and Data Analysis,Data Analytics and Visualization,4,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer
3345919606,Cummings Jennifer,Course1,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.97,Spring-2021,Other,H,Computer Science,26,4.5,"New York, NY",Machine Learning Engineer
4457907000,Guzman Judy,Course2,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.51,Spring-2021,China,Cantonese,Computer Science,24,2.5,"New York, NY",Data Scientist I
5498108097,Mcdermott Henry,Course6,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect
5642867338,Sharon Mattie,Course12,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst
6280712683,Schreiber Marion,Course3,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.95,Spring-2021,China,Mandarin,Engineering,23,1.5,"San Francisco, CA",Entry Data Analyst
8919040067,Francis Sergio,Course12,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I
9074563926,Moore David,Course3,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.9,Spring-2021,USA,English,Computer Science,24,3.5,"San Francisco, CA",Entry Level Python Developer
9181549154,Underwood Peter,Course5,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1,"New York, NY",Database Administrator - Entry
9760083447,Albert William,Course9,Fall-2019: DAV 5100 Structured Data Management,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3,"Chicago, IL",Entry Business Systems Analyst
1375067377,Pursell Elizabeth,Course12,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I
1769081101,Bilger John,Course12,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry
2926537122,Pranger Betty,Course3,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3,"Woodbridge, NJ",Entry Level Python Developer
5642867338,Sharon Mattie,Course10,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst
6243136616,Smith Susan,Course6,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry
7550850592,Serrell Allan,Course6,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.03,Fall-2020,China,Mandarin,Computer Science,24,2,"New York, NY",Entry Business Systems Analyst
8740282061,Bailey Kerri,Course3,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.27,Spring-2021,Other,H,Computer Science,25,4.5,"New York, NY",Machine Learning Engineer
8964907590,Freeman Mason,Course11,Fall-2019: DAV 5200 Visual Design and Storytelling,Data Analytics and Visualization,3.37,Fall-2019,USA,English,Engineering,26,5.5,"Woodbridge, NJ",Data Architect I
1375067377,Pursell Elizabeth,Course10,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.31,Fall-2019,USA,English,Mathematics,24,3.5,"Woodbridge, NJ",Data Scientist I
1769081101,Bilger John,Course11,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry
4328571177,Lawrence Dean,Course8,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.24,Spring-2020,China,Cantonese,Mathematics,27,6.5,"New York, NY",Business Intelligence (BI) Developer
5230060699,Sheridan Kathleen,Course10,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5,"New York, NY",Database Administrator - Entry
5498108097,Mcdermott Henry,Course5,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect
5642867338,Sharon Mattie,Course11,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.48,Fall-2019,USA,English,Health Sciences,26,4.5,"New York, NY",Entry Business Systems Analyst
6243136616,Smith Susan,Course5,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.67,Fall-2020,China,Mandarin,Computer Science,31,9.5,"Los Angeles, CA",Database Administrator - Entry
7300878175,Reed Anthony,Course5,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry
9181549154,Underwood Peter,Course4,Fall-2019: DAV 5300 Computational Math and Statistics,Data Analytics and Visualization,3.36,Fall-2020,USA,English,Mathematics,23,1,"New York, NY",Database Administrator - Entry
2926537122,Pranger Betty,Course1,Fall-2019: DAV 5400 Analytics Programming,Data Analytics and Visualization,2.86,Spring-2021,China,Mandarin,Computer Science,25,3,"Woodbridge, NJ",Entry Level Python Developer
5230060699,Sheridan Kathleen,Course11,Fall-2019: DAV 5400 Analytics Programming,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5,"New York, NY",Database Administrator - Entry
9415890082,Macko George,Course4,Fall-2019: DAV 5400 Analytics Programming,Data Analytics and Visualization,4,Fall-2020,India,Malayalam,Engineering,26,4.5,"New York, NY",Machine Learning Engineer
9854174075,Grantham Chris,Course8,Fall-2019: DAV 5400 Analytics Programming,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5,"New York, NY",Data Scientist I
1232473375,Kennedy Mary,Course5,Fall-2019: DAV 6000 Talent Analytics,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I
3597035173,Hamilton Patricia,Course6,Fall-2019: DAV 6000 Talent Analytics,Artificial Intelligence,3.41,Fall-2020,China,Cantonese,Computer Science,24,2.5,"Woodbridge, NJ",Entry Data Analyst
3959311068,Lozada Steve,Course7,Fall-2019: DAV 6000 Talent Analytics,Artificial Intelligence,3.85,Spring-2020,China,Cantonese,Computer Science,30,8,"New York, NY",Business Intelligence (BI) Developer
6460867046,Sanford Aura,Course10,Fall-2019: DAV 6000 Talent Analytics,Data Analytics and Visualization,4,Fall-2019,Pakistan,Pashto,Computer Science,24,3,"New York, NY",Machine Learning Engineer
8317186460,Odonell Pamela,Course9,Fall-2019: DAV 6000 Talent Analytics,Artificial Intelligence,3.49,Spring-2020,USA,English,Mathematics,25,4,"New York, NY",Data Architect I
1635242184,Litton Michael,Course8,Fall-2019: DAV 6050 Data-Driven Organizations,Artificial Intelligence,3.34,Spring-2020,USA,Spanish,Engineering,28,7.5,"San Francisco, CA",Database Administrator - Entry
5522906291,Mitchell Elizabeth,Course1,Fall-2019: DAV 6050 Data-Driven Organizations,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3,"New York, NY",Big Data Architect
7300878175,Reed Anthony,Course4,Fall-2019: DAV 6100 Information Architectures,Data Analytics and Visualization,3.64,Fall-2020,USA,English,Computer Science,25,4.5,"New York, NY",Database Administrator - Entry
9854174075,Grantham Chris,Course9,Fall-2019: DAV 6100 Information Architectures,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5,"New York, NY",Data Scientist I
9575532707,Smith Angela,Course10,Fall-2019: DAV 6150 Data Science,Data Analytics and Visualization,4,Fall-2019,Other,F,Computer Science,25,3.5,"Los Angeles, CA",Database Administrator - Entry
1232473375,Kennedy Mary,Course6,Fall-2019: DAV 6200 Data Product Design,Data Analytics and Visualization,3.4,Fall-2020,China,Mandarin,Computer Science,29,8.5,"New York, NY",Data Scientist I
5230060699,Sheridan Kathleen,Course12,Fall-2019: DAV 6200 Data Product Design,Data Analytics and Visualization,2.98,Fall-2019,China,Mandarin,Health Sciences,26,5,"New York, NY",Database Administrator - Entry
5522906291,Mitchell Elizabeth,Course3,Fall-2019: DAV 6200 Data Product Design,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3,"New York, NY",Big Data Architect
7434279301,Barrett Michael,Course2,Fall-2019: DAV 6200 Data Product Design,Artificial Intelligence,3.3,Spring-2021,China,Cantonese,Health Sciences,24,2.5,"New York, NY",Business Intelligence (BI) Developer
9760083447,Albert William,Course8,Fall-2019: DAV 6200 Data Product Design,Data Analytics and Visualization,2.81,Spring-2020,USA,English,Mathematics,24,3,"Chicago, IL",Entry Business Systems Analyst
9973127018,Woode David,Course5,Fall-2019: DAV 6200 Data Product Design,Artificial Intelligence,3.05,Fall-2020,China,Mandarin,Computer Science,27,6,"New York, NY",Entry Level Python Developer
5522906291,Mitchell Elizabeth,Course2,Fall-2019: DAV 6300 Special Topics,Data Analytics and Visualization,3.97,Spring-2021,USA,English,Engineering,25,3,"New York, NY",Big Data Architect
6509550025,Jacobson Cindy,Course3,Fall-2019: DAV 6300 Special Topics,Artificial Intelligence,2.76,Spring-2021,Pakistan,Punjabi,Mathematics,24,2.5,"Woodbridge, NJ",Data Scientist I
8919040067,Francis Sergio,Course10,Fall-2019: DAV 6300 Special Topics,Data Analytics and Visualization,3.39,Fall-2019,USA,Spanish,Computer Science,24,2.5,"San Francisco, CA",Data Scientist I
5498108097,Mcdermott Henry,Course4,Fall-2019: DAV 6450 Independent Study,Data Analytics and Visualization,3.38,Fall-2020,China,Cantonese,Health Sciences,27,6.5,"New York, NY",Big Data Architect
9854174075,Grantham Chris,Course7,Fall-2019: DAV 6450 Independent Study,Data Analytics and Visualization,3.74,Spring-2020,USA,Spanish,Computer Science,26,5,"New York, NY",Data Scientist I
1769081101,Bilger John,Course10,Fall-2019: DAV 6500 Capstone,Data Analytics and Visualization,3.25,Fall-2019,Pakistan,Pashto,Computer Science,23,1.5,"New York, NY",Database Administrator - Entry
